precio,ubicacion,tamanio,direccion,colonia,alcaldia
10000," Hegel,  Polanco, Miguel Hidalgo",61, Hegel,  Polanco, Miguel Hidalgo
20000," Campeche al 300,  Hipódromo Condesa, Cuauhtémoc",21, Campeche al 300,  Hipódromo Condesa, Cuauhtémoc
48000," Frontera al 100,  Roma Norte, Cuauhtémoc",50, Frontera al 100,  Roma Norte, Cuauhtémoc
8800," Local Comercial en Renta Excelente Ubicación en Insurgentes sur,  Tlalpan, Ciudad de México",22, Local Comercial en Renta Excelente Ubicación en Insurgentes sur,  Tlalpan, Ciudad de México
10000," Calzada de las Bombas 756-local 10,  Cafetales, Coyoacán",451, Calzada de las Bombas 756-local 10,  Cafetales, Coyoacán
5900," Avenida 506 4,  San Juan de Aragón I Secc, Gustavo A. Madero",20, Avenida 506 4,  San Juan de Aragón I Secc, Gustavo A. Madero
11970," Av. Ceylan  al 700,  Santa Catarina, Azcapotzalco",39, Av. Ceylan  al 700,  Santa Catarina, Azcapotzalco
25000," Tabasco 306,  Roma Norte, Cuauhtémoc",28, Tabasco 306,  Roma Norte, Cuauhtémoc
14000," Valladolid,  Roma Norte, Cuauhtémoc",40, Valladolid,  Roma Norte, Cuauhtémoc
14000," Renta de Local en Colonia Obrera 55mts,  Obrera, Cuauhtémoc",55, Renta de Local en Colonia Obrera 55mts,  Obrera, Cuauhtémoc
16000," Calle Gobernador Manuel Reyes Veramendi & Av. Parque Lira,  San Miguel Chapultepec, Miguel Hidalgo",30, Calle Gobernador Manuel Reyes Veramendi & Av. Parque Lira,  San Miguel Chapultepec, Miguel Hidalgo
2500," Samuel F. B. Morse,  Estrella CulhuacAn, Iztapalapa",16, Samuel F. B. Morse,  Estrella CulhuacAn, Iztapalapa
12000," 5 de Febrero 462 Loc. 11, Col. Algarín, Cuauhtémoc, 06880 Ciudad de México, Cdmx,  Algarín, Cuauhtémoc",25, 5 de Febrero 462 Loc. 11, Col. Algarín," Cuauhtémoc, 06880 Ciudad de México, Cdmx,  Algarín, Cuauhtémoc"
350000," Calle Texcoco 142,  Clavería, Azcapotzalco",52, Calle Texcoco 142,  Clavería, Azcapotzalco
10000," Renta Consultorio Dental en Calle Parral, Colonia Condesa V,  Condesa, Cuauhtémoc",15, Renta Consultorio Dental en Calle Parral, Colonia Condesa V,"  Condesa, Cuauhtémoc"
3000," Avenida Anacahuita 256,  Pedregal de Santo Domingo, Coyoacán",10, Avenida Anacahuita 256,  Pedregal de Santo Domingo, Coyoacán
19000," Carretera México-Toluca 1725,  Granjas Palo Alto, Cuajimalpa de Morelos",60250, Carretera México-Toluca 1725,  Granjas Palo Alto, Cuajimalpa de Morelos
8000," Calle Sur 81 202,  Cacama, Iztapalapa",12, Calle Sur 81 202,  Cacama, Iztapalapa
6000," Dietistas 16,  Nueva Rosita, Iztapalapa",16, Dietistas 16,  Nueva Rosita, Iztapalapa
18000," Renta Espacio EN Bazar 4m2 EN Calle Colima, Roma Norte,  Roma Norte, Cuauhtémoc",4, Renta Espacio EN Bazar 4m2 EN Calle Colima, Roma Norte,"  Roma Norte, Cuauhtémoc"
7000," Insurgentes Centro 51,  San Rafael, Cuauhtémoc",211, Insurgentes Centro 51,  San Rafael, Cuauhtémoc
6500," Calle Lucerna 3,  Juárez, Cuauhtémoc",12, Calle Lucerna 3,  Juárez, Cuauhtémoc
50000," Masaryk,  Polanco, Miguel Hidalgo",50, Masaryk,  Polanco, Miguel Hidalgo
3000," Calle Aluminio 433,  5o Tramo 20 de Noviembre, Venustiano Carranza",30, Calle Aluminio 433,  5o Tramo 20 de Noviembre, Venustiano Carranza
25000," Calle Heliópolis ,  Clavería, Azcapotzalco",504, Calle Heliópolis ,  Clavería, Azcapotzalco
9400," Avenida Nevado & Saratoga,  Portales Sur, Benito Juárez",25, Avenida Nevado & Saratoga,  Portales Sur, Benito Juárez
2031," Medellín al 100,  Roma Norte, Cuauhtémoc",40, Medellín al 100,  Roma Norte, Cuauhtémoc
18000," Paseo de la Reforma al 2600,  Lomas Altas, Miguel Hidalgo",301, Paseo de la Reforma al 2600,  Lomas Altas, Miguel Hidalgo
35000," Medellín al 100,  Roma Norte, Cuauhtémoc",40, Medellín al 100,  Roma Norte, Cuauhtémoc
37500," Haus Santa FE,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",451, Haus Santa FE,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos
19000," Avenida Yucatan 56,  Roma Norte, Cuauhtémoc",70, Avenida Yucatan 56,  Roma Norte, Cuauhtémoc
6000," Alfredo chavero,  Obrera, Cuauhtémoc",15, Alfredo chavero,  Obrera, Cuauhtémoc
6000," Alfarería 55,  Morelos, Venustiano Carranza",501, Alfarería 55,  Morelos, Venustiano Carranza
7500," Renta Local Ideal Oficina O Consultorio EN Cuajimalpa,  Cuajimalpa, Cuajimalpa de Morelos",22, Renta Local Ideal Oficina O Consultorio EN Cuajimalpa,  Cuajimalpa, Cuajimalpa de Morelos
24600," Del Valle Centro,  Del Valle Centro, Benito Juárez",361, Del Valle Centro,  Del Valle Centro, Benito Juárez
15080," Avenida Yucatan,  Roma Norte, Cuauhtémoc",151, Avenida Yucatan,  Roma Norte, Cuauhtémoc
54106," Lago Alberto al 400,  Miguel Hidalgo, Alvaro Obregón",53, Lago Alberto al 400,  Miguel Hidalgo, Alvaro Obregón
34000," Eje 10 Sur al 600,  Jardines del Pedregal, Alvaro Obregón",50, Eje 10 Sur al 600,  Jardines del Pedregal, Alvaro Obregón
300," Prolongacion Paseo de la Reforma 413,  Santa Fe, Alvaro Obregón",80, Prolongacion Paseo de la Reforma 413,  Santa Fe, Alvaro Obregón
10000," Avenida revolución,  San Pedro de los Pinos, Benito Juárez",18, Avenida revolución,  San Pedro de los Pinos, Benito Juárez
9500," Unión 183,  Tepeyac Insurgentes, Gustavo A. Madero",37, Unión 183,  Tepeyac Insurgentes, Gustavo A. Madero
27500," Centenario ,  Del Carmen, Coyoacán",24, Centenario ,  Del Carmen, Coyoacán
26850," Monterrey,  Roma Norte, Cuauhtémoc",24, Monterrey,  Roma Norte, Cuauhtémoc
6000," PASTORES,  Granjas Navidad, Cuajimalpa de Morelos",151, PASTORES,  Granjas Navidad, Cuajimalpa de Morelos
3900," Bruselas 6,  Juárez, Cuauhtémoc",51, Bruselas 6,  Juárez, Cuauhtémoc
30000," Prolongación Paseo de la Reforma 215,  Santa Fe, Alvaro Obregón",771, Prolongación Paseo de la Reforma 215,  Santa Fe, Alvaro Obregón
2900," Real del Monte 200,  Guadalupe Insurgentes, Gustavo A. Madero",4, Real del Monte 200,  Guadalupe Insurgentes, Gustavo A. Madero
28500," Félix Cuevas 329-local 9,  Del Valle Sur, Benito Juárez",271, Félix Cuevas 329-local 9,  Del Valle Sur, Benito Juárez
12000," Estrella Cefeida,  Prados de Coyoacán, Coyoacán",28, Estrella Cefeida,  Prados de Coyoacán, Coyoacán
32000," Avenida Altavista 39,  San Ángel, Alvaro Obregón",401, Avenida Altavista 39,  San Ángel, Alvaro Obregón
20000," La Morena ,  Narvarte Oriente, Benito Juárez",31, La Morena ,  Narvarte Oriente, Benito Juárez
30000," PASEO DE LAS PALMAS LOMAS DE CHAPULTEPEC,  Lomas de Chapultepec, Miguel Hidalgo",301, PASEO DE LAS PALMAS LOMAS DE CHAPULTEPEC,  Lomas de Chapultepec, Miguel Hidalgo
7000," Guerrero,  Guerrero, Cuauhtémoc",15, Guerrero,  Guerrero, Cuauhtémoc
11000," Colonia Condesa,  Condesa, Cuauhtémoc",802, Colonia Condesa,  Condesa, Cuauhtémoc
1500," Local_ Torre Blu_salvador Agraz 73,  Las Tinajas, Cuajimalpa de Morelos",16, Local_ Torre Blu_salvador Agraz 73,  Las Tinajas, Cuajimalpa de Morelos
40000," Florencia,  Juárez, Cuauhtémoc",54, Florencia,  Juárez, Cuauhtémoc
8500," Calle 3 número 28,  Agrícola Pantitlan, Iztacalco",352, Calle 3 número 28,  Agrícola Pantitlan, Iztacalco
19000," Félix Cuevas 308-local b,  Tlacoquemecatl, Benito Juárez",28, Félix Cuevas 308-local b,  Tlacoquemecatl, Benito Juárez
25000," Campeche al 300,  Hipódromo Condesa, Cuauhtémoc",21, Campeche al 300,  Hipódromo Condesa, Cuauhtémoc
39000," Dr. Atl 238,  Santa María la Ribera, Cuauhtémoc",77, Dr. Atl 238,  Santa María la Ribera, Cuauhtémoc
11000," Estación Fortuna del tren Suburbano Atzcapotzalco CDMX México,  Estación Pantaco, Azcapotzalco",30, Estación Fortuna del tren Suburbano Atzcapotzalco CDMX México,  Estación Pantaco, Azcapotzalco
7000," Av. Constituyentes 757,  Belém de las Flores, Alvaro Obregón",16, Av. Constituyentes 757,  Belém de las Flores, Alvaro Obregón
11000," Unidad 8 de agosto,  8 de Agosto, Benito Juárez",20, Unidad 8 de agosto,  8 de Agosto, Benito Juárez
32000," Ermita Iztapalapa & Prolongación Javier Rojo Gómez,  El Molino, Iztapalapa",55, Ermita Iztapalapa & Prolongación Javier Rojo Gómez,  El Molino, Iztapalapa
21440," Av. Guadalupe I. Ramírez 700,  Santa Cruz Xochitepec, Xochimilco",67, Av. Guadalupe I. Ramírez 700,  Santa Cruz Xochitepec, Xochimilco
